BMI;Gewicht;KH
25,283;57,8;151,2
25,049;67,7;164,4
21,195;46,3;147,8
21,925;46,8;146,1
19,809;49,2;157,6
33,434;84,1;158,6
25,229;71,8;168,7
31,26;91,3;170,9
26,449;75,9;169,4
27,466;66,5;155,6
26,424;67,9;160,3
34,748;89,4;160,4
21,05;54,7;161,2
22,677;42,5;136,9
20,457;52,5;160,2
18,939;51,5;164,9
20,651;50;155,6
40,847;110,4;164,4
47,099;137,4;170,8
67,878;167,1;156,9
28,571;86,9;174,4
29,724;82,5;166,6
16,024;39,8;157,6
14,461;22,2;123,9
24,096;60;157,8
20,576;43,5;145,4
20,399;54;162,7
26,934;72;163,5
23,846;51,6;147,1
40,064;111,6;166,9
27,1;73,6;164,8
20,117;55,3;165,8
21,09;50,8;155,2
27,714;81,8;171,8
24,108;61,1;159,2
27,886;78,8;168,1
23,061;66,1;169,3
25,275;67,4;163,3
33,729;85,7;159,4
21,492;61,6;169,3
32,35;82,3;159,5
25,077;66,3;162,6
20,917;51,1;156,3
35,8;111,4;176,4
17,78;34,8;139,9
15,601;30,1;138,9
24,078;59,5;157,2
20,092;52,6;161,8
16,13;47;170,7
17,99;28,2;125,2
25,79;62,2;155,3
22,885;77,9;184,5
23,732;62,9;162,8
23,109;59,9;161
22,166;59,4;163,7
32,048;88,1;165,8
23,817;67,3;168,1
18,675;51,4;165,9
30,622;75;156,5
28,731;84,8;171,8
19,429;50,3;160,9
22,581;56,3;157,9
16,343;42,1;160,5
26,951;69,6;160,7
18,3;47,2;160,6
34,79;108,5;176,6
20,661;59,5;169,7
22,247;67,2;173,8
24,089;65,9;165,4
21,381;51,5;155,2
23,884;41,3;131,5
32,635;75,3;151,9
20,537;48,2;153,2
55,562;154,4;166,7
23,663;60,2;159,5
25,371;74,1;170,9
24,41;72,3;172,1
18,385;37,7;143,2
29,726;84,9;169
31,999;86,8;164,7
40,428;110,2;165,1
28,804;77;163,5
31,094;80,1;160,5
27,298;71,2;161,5
21,713;58,9;164,7
16,337;43,3;162,8
22,92;57;157,7
17,98;48,3;163,9
17,627;47,7;164,5
18,01;46,8;161,2
19,443;50,9;161,8
21,564;60,5;167,5
21,739;58,042;163,4
30,812;84,6;165,7
19,416;41,5;146,2
32,715;78,7;155,1
23,819;57,3;155,1
21,897;76;186,3
36,938;105,5;169
22,863;53,1;152,4
18,242;46,7;160
14,454;20,4;118,8
28,214;77;165,2
31,22;87,8;167,7
19,946;54,7;165,6
16,967;44,2;161,4
21,862;58,3;163,3
26,198;66,9;159,8
18,655;46,1;157,2
23,767;67,4;168,4
22,791;57,4;158,7
25,573;69,2;164,5
29,253;78,2;163,5
27,085;79,2;171
25,41;64,4;159,2
20,833;42,9;143,5
16,12;26,7;128,7
25,381;63,2;157,8
18,951;43,9;152,2
18,255;46,5;159,6
35,762;88,6;157,4
21,297;49,4;152,3
23,427;60,8;161,1
20,611;49,2;154,5
16,116;24,7;123,8
18,917;50,2;162,9
24,226;61,4;159,2
18,883;47,2;158,1
20,879;58,3;167,1
37,798;106,3;167,7
22,902;62,2;164,8
29,509;73,2;157,5
23,829;63,7;163,5
18,698;44;153,4
27,077;64,8;154,7
23,198;66,1;168,8
23,091;61,2;162,8
27,737;67,5;156
17,141;44,1;160,4
27,429;71,1;161
19,989;52,2;161,6
19,3;49,1;159,5
18,342;45,5;157,5
39,153;122,8;177,1
23,97;64;163,4
17,73;32,6;135,6
22,497;51,5;151,3
20,855;54,8;162,1
26,33;70,3;163,4
20,828;55;162,5
31,686;79,2;158,1
20,509;52,7;160,3
38,24;105,5;166,1
22,734;58,2;160
19,315;49,2;159,6
57,335;171,4;172,9
37,003;108,2;171
18,404;46,645;159,2
28,786;77,8;164,4
27,662;61;148,5
32,691;81,3;157,7
21,582;54,7;159,2
24,775;64,3;161,1
27,973;71,7;160,1
22,538;55,2;156,5
22,173;66,9;173,7
29,62;83,6;168
27,804;74,6;163,8
19,301;45,3;153,2
18,609;49,2;162,6
31,514;71;150,1
24,963;66;162,6
15,222;39,9;161,9
19,755;48,2;156,2
20,303;48,4;154,4
18,663;47,3;159,2
22,843;52,5;151,6
20,563;54,5;162,8
24,799;54,1;147,7
22,644;56,6;158,1
19,343;54,4;167,7
16,666;43,9;162,3
17,534;54,5;176,3
22,014;64,9;171,7
23,621;58;156,7
21,551;59,1;165,6
23,945;61,3;160
21,481;62,3;170,3
31,959;84,6;162,7
20,726;48,2;152,5
24,543;66,9;165,1
25,241;61,9;156,6
24,338;55,2;150,6
28,192;71,9;159,7
20,331;52,7;161
42,579;115,5;164,7
41,194;111,2;164,3
18,833;56,3;172,9
18,325;47,5;161
35,972;86,2;154,8
25,406;68,5;164,2
18,309;38,6;145,2
24,464;58,7;154,9
21,785;44,3;142,6
45,381;124;165,3
18,923;47,9;159,1
21,277;47,3;149,1
23,043;61,6;163,5
16,638;25,5;123,8
25,509;78,3;175,2
28,969;86,4;172,7
24,202;71,6;172
24,961;60,2;155,3
23,114;62,7;164,7
29,31;79,7;164,9
26,804;88,2;181,4
37,004;90,4;156,3
41,487;99,8;155,1
36,4;87;154,6
36,556;93,7;160,1
22,958;68,473;172,7
17,813;39,6;149,1
45,491;132,4;170,6
32,762;84,5;160,6
27,065;77,3;169
28,381;74,3;161,8
46,272;127,2;165,8
24,717;71,6;170,2
13,979;17,1;110,6
27,043;74,7;166,2
24,425;66,9;165,5
19,72;50,8;160,5
13,934;20,3;120,7
30,192;81,9;164,7
23,773;64,8;165,1
14,691;26,3;133,8
18,57;46,3;157,9
32,256;83,3;160,7
31,509;83,1;162,4
21,488;58,5;165
39,568;102,818;161,2
39,159;98,5;158,6
23,724;59,6;158,5
26,627;65,8;157,2
30,57;72,5;154
25,674;64,5;158,5
27,266;70,5;160,8
39,857;107,2;164
30,505;94,6;176,1
30,788;80,7;161,9
23,626;68,6;170,4
31,171;79,4;159,6
29,541;71,8;155,9
44,681;107,9;155,4
20,877;65,7;177,4
29,299;75,1;160,1
32,487;84;160,8
29,122;70,6;155,7
32,073;67,9;145,5
20,998;42,818;142,8
25,319;67,6;163,4
31,885;84,3;162,6
26,646;69,5;161,5
38,578;104,9;164,9
34,691;82,7;154,4
33,26;82,4;157,4
25,668;68,7;163,6
20,135;53,3;162,7
24,82;67,9;165,4
21,15;52,8;158
41,459;107,2;160,8
28,15;80,4;169
28,496;81,1;168,7
37,558;117,8;177,1
21,9;57,9;162,6
29,366;72,2;156,8
39,679;114;169,5
26,426;73,7;167
34,475;86,5;158,4
27,793;66,6;154,8
20,885;48;151,6
50,617;107,6;145,8
21,716;65,9;174,2
19,003;42,7;149,9
22,91;65,2;168,7
23,904;70,8;172,1
22,571;66;171
18,666;54,2;170,4
23,979;74,7;176,5
32,073;74,2;152,1
41,356;115,2;166,9
28,934;75;161
28,9;71,6;157,4
37,777;104,6;166,4
18,617;47,6;159,9
40,856;111,5;165,2
26,76;63,3;153,8
36,868;94,5;160,1
19,345;54,6;168
21,031;62;171,7
23,838;67,2;167,9
33,945;86,9;160
33,16;102,6;175,9
22,399;55;156,7
23,247;64,6;166,7
23,715;65,9;166,7
33,663;86,5;160,3
25,584;69,4;164,7
30,371;80;162,3
26,614;65,6;157
24,652;63,9;161
42,624;102,8;155,3
31,939;95,7;173,1
28,196;93,5;182,1
28,622;74,1;160,9
17,816;41;151,7
22,789;63,1;166,4
21,551;59,1;165,6
18,221;24,9;116,9
24,408;69,3;168,5
24,383;70,3;169,8
23,258;56,6;156
32,918;90,6;165,9
25,021;78,3;176,9
21,972;64,7;171,6
29,086;69,7;154,8
34,875;90,4;161
20,213;39,9;140,5
35,662;92,9;161,4
47,254;141,1;172,8
19,027;51,8;165
17,206;39,7;151,9
24,653;54;148
16,709;36,6;148
23,273;62,9;164,4
15,676;32,1;143,1
21,422;59,6;166,8
31,205;78;158,1
25,943;72,7;167,4
24,959;76;174,5
16,877;23,5;118
18,321;43;153,2
18,779;45,7;156
21,569;57,8;163,7
31,441;81,6;161,1
39,076;105,1;164
20,068;55,9;166,9
19,712;53,6;164,9
18,077;45,7;159
21,336;55,1;160,7
31,538;99,7;177,8
36,167;84;152,4
39,665;109,3;166
40,852;102,5;158,4
23,83;62;161,3
43,794;121,7;166,7
24,846;76,7;175,7
40,988;103,1;158,6
19,334;47,9;157,4
36,251;97,5;164
26,683;70,2;162,2
27,041;85,1;177,4
36,174;99,2;165,6
27,659;74,3;163,9
33,507;95,7;169
25,48;67,2;162,4
25,27;66,4;162,1
29,076;80,8;166,7
28,554;80,4;167,8
45,595;126,4;166,5
24,13;69,9;170,2
29,347;77,4;162,4
29,765;74,4;158,1
34,508;92,7;163,9
15,917;18,6;108,1
28,771;69,3;155,2
26,379;67,7;160,2
20,703;54,4;162,1
19,879;66,5;182,9
16,95;29;130,8
19,349;32,8;130,2
26,071;78,3;173,3
21,253;62;170,8
43,877;118,3;164,2
38,211;89,8;153,3
23,028;56,4;156,5
22,214;62,1;167,2
30,153;84,9;167,8
34,195;91,3;163,4
36,411;102,4;167,7
61,536;160,5;161,5
49,244;122;157,4
31,223;75,4;155,4
24,392;62,6;160,2
27,141;77,7;169,2
17,043;33,5;140,2
21,19;51,9;156,5
24,486;67,8;166,4
16,718;42;158,5
14,202;27,4;138,9
58,385;189,166;180
26,408;61,9;153,1
24,34;57,5;153,7
26,341;71,8;165,1
27,136;68;158,3
25,226;67,6;163,7
33,883;87,5;160,7
23,163;51,7;149,4
17,776;44,6;158,4
23,179;58,6;159
34,568;95,6;166,3
29,165;72,9;158,1
29,891;77;160,5
28,366;84,7;172,8
25,196;73,676;171
18,986;48,3;159,5
14,858;20,2;116,6
16,192;38,5;154,2
41,126;107,4;161,6
16,135;29,8;135,9
17,497;40;151,2
30,017;88,7;171,9
32,301;85,4;162,6
20,976;32,2;123,9
20,492;44,1;146,7
36,37;91,6;158,7
35,774;94;162,1
33,183;85,8;160,8
36,668;105,1;169,3
39,357;100;159,4
21,077;61,2;170,4
14,116;21,6;123,7
14,825;31,6;146
21,577;59,1;165,5
22,966;62,6;165,1
15,498;29,3;137,5
14,889;32,7;148,2
17,203;43,6;159,2
28,991;82,8;169
20,789;51,7;157,7
25,064;69,4;166,4
29,932;75,1;158,4
21,655;60,9;167,7
19,307;35,5;135,6
24,401;60,3;157,2
33,244;75,9;151,1
18,443;29,7;126,9
62,418;162,8;161,5
42,16;108,2;160,2
37,845;111,7;171,8
29,535;77,8;162,3
25,007;60,7;155,8
20,867;57,5;166
19,424;60,1;175,9
17,279;46,7;164,4
17,745;46,8;162,4
18,186;40,7;149,6
24,282;52,9;147,6
27,917;70,4;158,8
23,42;66,1;168
23,29;68,9;172
37,367;95,9;160,2
30,935;83;163,8
28,744;67,2;152,9
29,889;67,7;150,5
49,573;127,7;160,5
57,513;156,2;164,8
30,32;75,5;157,8
23,524;58,8;158,1
26,22;60,5;151,9
38,306;101,4;162,7
47,697;128,6;164,2
22,254;56,9;159,9
29,322;73,2;158
19,246;48,9;159,4
24,325;68,9;168,3
21,597;57,1;162,6
41,807;97,1;152,4
19,779;46,3;153
15,853;26,3;128,8
32,91;83,2;159
35,868;96;163,6
24,725;69,7;167,9
24,85;76,8;175,8
19,321;48,6;158,6
27,401;64,9;153,9
23,192;63,6;165,6
24,782;65,6;162,7
52,72;145,8;166,3
32,203;84,2;161,7
26,094;72,6;166,8
23,282;61,1;162
38,154;104;165,1
18,087;47;161,2
23,45;62;162,6
20,255;60,2;172,4
16,862;27,8;128,4
25,236;64,2;159,5
26,696;68;159,6
27,518;70,8;160,4
17,428;45,4;161,4
31,394;93,2;172,3
21,856;60,3;166,1
29,082;69,6;154,7
27,716;72,2;161,4
31,207;82;162,1
22,666;60;162,7
23,69;67,5;168,8
25,216;68,9;165,3
17,227;34,2;140,9
23,079;67,8;171,4
20,272;59;170,6
48,886;120,5;157
25,411;62;156,2
26,144;76;170,5
28,859;72,5;158,5
23,053;60,8;162,4
18,063;34,3;137,8
17,626;34,4;139,7
46,242;134,9;170,8
22,088;41,7;137,4
16,837;44,9;163,3
39,29;96,6;156,8
33,792;79;152,9
17,588;42,2;154,9
38,428;92,8;155,4
42,817;111,4;161,3
32,917;86,6;162,2
36,507;100,6;166
26,664;81,1;174,4
19,078;51,5;164,3
31,419;87,1;166,5
21,699;54,1;157,9
19,988;28,4;119,2
28,918;63;147,6
25,107;67,2;163,6
23,077;55,3;154,8
29,222;76,5;161,8
19,565;53,2;164,9
15,072;23,4;124,6
17,074;32;136,9
27,124;79,5;171,2
31,605;80;159,1
29,07;85,9;171,9
18,544;46;157,5
20,781;44,6;146,5
28,473;77,8;165,3
22,417;60;163,6
38,829;101,4;161,6
38,54;100,77;161,7
32,727;100,8;175,5
26,747;68,3;159,8
22,089;58,4;162,6
20,274;53,8;162,9
26,715;76,3;169
25,935;57,5;148,9
17,169;37,1;147
21,642;52,6;155,9
29,786;80,7;164,6
30,598;80,5;162,2
20,343;46,2;150,7
35,026;97,8;167,1
36,994;99,5;164
24,088;64;163
18,968;38,3;142,1
30,54;77,5;159,3
35,865;83,3;152,4
24,437;67,5;166,2
16,638;34,5;144
19,193;45,4;153,8
33,903;100,3;172
36,072;100,6;167
24,431;50,8;144,2
32,891;77,7;153,7
19,351;55,4;169,2
24,72;60,7;156,7
25,009;73,3;171,2
35,165;93,2;162,8
23,433;57,1;156,1
36,305;99,2;165,3
21,474;55,8;161,2
32,095;92,1;169,4
27,58;79,8;170,1
18,88;49;161,1
26,31;63,7;155,6
29,331;81,8;167
33,367;77,7;152,6
18,342;42,6;152,4
25,93;67,8;161,7
31,437;90;169,2
26,314;71,9;165,3
17,005;23;116,3
35,977;107,8;173,1
29,497;75,7;160,2
24,193;57,9;154,7
21,19;53,3;158,6
23,854;59,7;158,2
38,509;90,5;153,3
24,591;58,7;154,5
22,531;60,6;164
20,071;49,6;157,2
15,254;27,8;135
26,835;80,5;173,2
16,107;23,7;121,3
31,315;94,7;173,9
16,276;38,3;153,4
30,339;88,3;170,6
19,472;54,5;167,3
32,121;81;158,8
25,444;72,5;168,8
21,71;62,3;169,4
24,373;63,1;160,9
47,22;113,3;154,9
22,718;59,4;161,7
31,084;77,5;157,9
25,264;69,2;165,5
28,728;84,3;171,3
17,801;21,5;109,9
25,413;66,2;161,4
29,12;81,7;167,5
21,487;56,6;162,3
45,862;106,1;152,1
21,461;60,5;167,9
19,408;52,2;164
19,15;42,8;149,5
24,706;65,4;162,7
42,462;111,3;161,9
33,736;94,2;167,1
15,193;25,4;129,3
29,274;85,9;171,3
43,706;129;171,8
16,758;26,1;124,8
15,06;26,8;133,4
21,733;57,6;162,8
22,743;63,2;166,7
31,405;78,2;157,8
26,795;66,3;157,3
33,248;83;158
25,514;66,793;161,8
18,69;43,467;152,5
29,838;78,211;161,9
40,724;117,968;170,2
33,358;85,61;160,2
39,871;104,122;161,6
28,974;78,5;164,6
34,206;94,6;166,3
29,446;84,2;169,1
21,566;59,5;166,1
28,422;83,4;171,3
16,369;25,7;125,3
31,685;79,7;158,6
20,479;50,8;157,5
20,706;45,6;148,4
34,185;88,5;160,9
30,546;78,1;159,9
15,813;26,6;129,7
19,061;35,1;135,7
23,077;55,3;154,8
25,03;75;173,1
17,98;45,8;159,6
29,032;66,9;151,8
35,57;87,9;157,2
18,551;28,8;124,6
52,952;133,7;158,9
32,802;78,3;154,5
17,318;44,5;160,3
33,219;79,5;154,7
29,966;86,5;169,9
30,232;77,2;159,8
37,83;105;166,6
28,146;69,2;156,8
13,312;21;125,6
23,519;66,3;167,9
22,777;58,6;160,4
32,262;96;172,5
22,085;59,4;164
28,942;78,7;164,9
32,329;82,762;160
36,748;96,8;162,3
29,781;80,1;164
21,592;41;137,8
27,184;61,9;150,9
36,753;88,3;155
55,43;131,8;154,2
37,182;110;172
38,422;99,1;160,6
29,029;77,6;163,5
27,88;80,1;169,5
24,22;61;158,7
40,832;93,1;151
52,278;147,9;168,2
29,801;74,3;157,9
50,296;122,4;156
29,616;82,2;166,6
18,767;50,6;164,2
21,449;56,5;162,3
32,901;81,2;157,1
26,449;73,5;166,7
18,062;33,9;137
31,154;84,2;164,4
23,378;62,8;163,9
21,162;48,7;151,7
39,865;95,9;155,1
36,598;97;162,8
23,019;43,9;138,1
26,255;50,8;139,1
31,302;75,3;155,1
35,422;103,7;171,1
28,006;78,2;167,1
38,566;107,3;166,8
38,714;100,6;161,2
30,188;85;167,8
30,333;66,8;148,4
21,152;55,1;161,4
29,625;74,8;158,9
20,373;46,7;151,4
45,614;108,6;154,3
23,8;62;161,4
23,311;57,9;157,6
17,89;49;165,5
28,762;78,4;165,1
32,571;91,6;167,7
23,754;63,5;163,5
18,007;35,8;141
24,008;62;160,7
22,803;68,8;173,7
23,902;60,2;158,7
13,16;17,8;116,3
23,067;64,1;166,7
35,44;102,3;169,9
25,435;60,4;154,1
14,266;17,8;111,7
21,501;60,9;168,3
29,833;84,2;168
26,912;76,5;168,6
20,366;65,4;179,2
26,666;66,4;157,8
20,794;52,9;159,5
14,265;25,5;133,7
38,561;98,1;159,5
24,493;64,2;161,9
24,637;56,1;150,9
47,409;157,9;182,5
37,727;116,2;175,5
25,477;77,4;174,3
38,775;109,7;168,2
41,062;99,8;155,9
23,333;52,5;150
23,432;58,2;157,6
23,486;59,3;158,9
36,586;104;168,6
21,992;68,2;176,1
33,696;79,5;153,6
36,183;89,3;157,1
29,555;75;159,3
28,27;76,5;164,5
29,011;81,2;167,3
18,957;34,6;135,1
41,818;108,8;161,3
39,344;91,5;152,5
23,324;48,5;144,2
26,569;67;158,8
29,831;82,3;166,1
22,606;59,4;162,1
14,274;21,7;123,3
45,951;139,6;174,3
25,992;81,8;177,4
28,223;70,1;157,6
25,321;61,7;156,1
22,032;55;158
29,237;83,9;169,4
15,096;23,1;123,7
16,092;36,4;150,4
32,921;90,5;165,8
22,434;61,3;165,3
30,365;85,6;167,9
22,964;62,9;165,5
24,008;58,8;156,5
14,489;18,6;113,3
30,962;77;157,7
35,321;91,1;160,6
26,706;66,5;157,8
31,652;84,2;163,1
17,766;47,9;164,2
19,212;45,8;154,4
22,046;57,5;161,5
36,351;91,9;159
20,359;53,1;161,5
20,58;45,2;148,2
30,26;76,5;159
15,376;24,8;127
39,426;97,8;157,5
26,514;74,3;167,4
21,91;49,1;149,7
35,69;87,3;156,4
22,089;65,5;172,2
33,175;92,3;166,8
15,692;37,7;155
22,663;61,7;165
31,089;86,6;166,9
52,482;141,5;164,2
35,53;94,4;163
27,49;71,7;161,5
27,573;73,8;163,6
22,583;60;163
33,904;88,1;161,2
19,375;33,3;131,1
38,963;87,2;149,6
28,397;66,3;152,8
22,208;67,7;174,6
26,38;74,1;167,6
27,73;70,9;159,9
25,058;58,2;152,4
32,991;80,7;156,4
29,831;75,7;159,3
26,998;60,1;149,2
46,894;133,3;168,6
33,251;93,4;167,6
33,088;86,3;161,5
46,634;126,5;164,7
47,983;121;158,8
16,853;39,4;152,9
27,685;89,9;180,2
21,979;52,6;154,7
16,101;30;136,5
35,371;99;167,3
37,05;109,1;171,6
19,098;52,5;165,8
33,053;82,2;157,7
23,901;61,8;160,8
23,874;61,5;160,5
20,206;47,3;153
36,991;97,2;162,1
22,843;59,8;161,8
25,504;73,1;169,3
32,694;91,4;167,2
32,455;91,6;168
29,102;80;165,8
29,014;70,7;156,1
27,155;63,9;153,4
35,358;86,6;156,5
32,743;89,9;165,7
26,076;74,3;168,8
17,119;35,4;143,8
30,927;84,2;165
26,581;68,9;161
21,858;61,4;167,6
14,849;25,6;131,3
23,729;63,9;164,1
18,452;42,8;152,3
16,02;26,7;129,1
21,667;65,9;174,4
23,924;62,4;161,5
15,182;25,5;129,6
17,81;39,7;149,3
28,936;70,6;156,2
32,794;84,9;160,9
20,24;35;131,5
16,295;21,4;114,6
20,831;56,3;164,4
48,044;146,8;174,8
30,674;80,9;162,4
42,466;113,8;163,7
49,006;139,8;168,9
25,204;66,8;162,8
17,447;45,9;162,2
28,372;85,8;173,9
26,63;71,1;163,4
35,417;100,2;168,2
22,473;34;123
23,683;62;161,8
30,015;75,5;158,6
20,437;64,1;177,1
34,246;85,6;158,1
28,037;73,4;161,8
29,778;79,7;163,6
31,23;84,1;164,1
27,898;75,4;164,4
28,71;69,6;155,7
22,506;55,9;157,6
31,151;76,1;156,3
17,565;42,8;156,1
24,93;59,2;154,1
30,13;68,7;151
25,967;73,9;168,7
36,462;96,4;162,6
47,175;123,5;161,8
31,518;73,3;152,5
18,381;54;171,4
22,217;61;165,7
21,538;58;164,1
16,343;35,7;147,8
14,929;32,7;148
18,121;44,1;156
31,599;85,3;164,3
32,335;83,4;160,6
37,689;99,4;162,4
23,733;63,6;163,7
28,318;75,7;163,5
24,567;71;170
22,784;59,5;161,6
18,179;43,9;155,4
22,639;44,5;140,2
27,695;65;153,2
43,008;107,5;158,1
25,717;66;160,2
32,994;92,9;167,8
17,458;35,5;142,6
15,711;23,5;122,3
21,611;57,7;163,4
22,076;61,2;166,5
31,719;85;163,7
44,369;108,532;156,4
14,863;17,4;108,2
13,672;21,5;125,4
18,792;54,5;170,3
43,664;120,9;166,4
31,423;90,6;169,8
30,89;93,2;173,7
23,64;66,8;168,1
23,522;65,6;167
28,337;76,4;164,2
19,699;49,3;158,2
37,585;102,2;164,9
20,606;62,1;173,6
24,402;58,4;154,7
36,546;101,8;166,9
23,391;62,3;163,2
30,368;79,5;161,8
29,03;60,7;144,6
25,771;80,1;176,3
26,735;65,9;157
24,874;66,9;164
33,791;66,8;140,6
26,026;70;164
21,909;60,3;165,9
19,075;47,8;158,3
30,925;84,5;165,3
29,976;83,7;167,1
21,115;57;164,3
34,378;84,2;156,5
21,106;58,3;166,2
33,098;87,4;162,5
24,491;69,7;168,7
36,542;89,5;156,5
36,577;95,4;161,5
28,889;69,316;154,9
27,671;72,889;162,3
21,54;64,021;172,4
36,698;103,7;168,1
22,846;56,6;157,4
23,066;68;171,7
25,738;59,7;152,3
42,936;115,2;163,8
24,264;65,5;164,3
36,154;112,5;176,4
39,95;99,1;157,5
22,597;57,2;159,1
41,415;126,4;174,7
34,882;87,3;158,2
35,652;92,3;160,9
24,467;56,9;152,5
24,324;60,8;158,1
32,003;75,8;153,9
23,664;59;157,9
26,033;80;175,3
32,119;94,8;171,8
29,47;76,2;160,8
27,66;67,4;156,1
33,965;89,8;162,6
22,163;56,1;159,1
14,786;32,3;147,8
19,42;59;174,3
40,012;108,8;164,9
31,534;92,1;170,9
30,6;81,6;163,3
21,432;53,3;157,7
27,852;74;163
32,718;89,4;165,3
47,364;143,4;174
29,892;90,5;174
32,892;77,5;153,5
25,198;61,4;156,1
30,342;74,6;156,8
30,257;71,2;153,4
26,893;76,9;169,1
30,117;81,3;164,3
36,29;98,8;165
35,872;93,1;161,1
40,312;107,5;163,3
36,766;88,9;155,5
21,102;57,8;165,5
33,271;83,9;158,8
17,42;46;162,5
39,354;114;170,2
23,528;56,6;155,1
15,678;27,4;132,2
27,73;70,9;159,9
24,509;64,4;162,1
22,004;59,4;164,3
16,611;22,7;116,9
21,156;42,3;141,4
38,645;95,5;157,2
29,95;78,6;162
14,273;25,4;133,4
25,88;67,5;161,5
30,898;78,9;159,8
36,407;101,9;167,3
43,779;118,9;164,8
38,92;102,9;162,6
28,806;81,4;168,1
20,463;64,4;177,4
34,885;92,8;163,1
22,239;64,8;170,7
17,972;47,4;162,4
15,084;24,1;126,4
16;36;150
21,836;64,6;172
37,586;93;157,3
22,265;71,5;179,2
24,155;64,1;162,9
32,78;91,2;166,8
19,312;54,7;168,3
15,91;32,9;143,8
20,198;56,6;167,4
24,543;69,6;168,4
17,424;50;169,4
15,71;25,9;128,4
17,996;39,1;147,4
30,562;82,6;164,4
47,565;123,6;161,2
21,392;50,8;154,1
16,34;38,1;152,7
40,15;107,2;163,4
28,452;72,2;159,3
25,472;70,7;166,6
26,466;58,6;148,8
22,31;53,6;155
24,587;73,5;172,9
41,419;105,9;159,9
25,718;74,5;170,2
19,454;53,8;166,3
25,482;74,6;171,1
29,331;81,9;167,1
28,295;74,9;162,7
20,783;58,1;167,2
25,403;70;166
22,663;61,7;165
15,459;24;124,6
14,103;22;124,9
43,622;128,9;171,9
19,422;49,1;159
35,846;92,8;160,9
26,696;74,9;167,5
21,92;59,1;164,2
34,604;98,6;168,8
24,806;66,8;164,1
16,923;41,5;156,6
19,626;51;161,2
23,884;68,7;169,6
21,595;57,8;163,6
24,744;58;153,1
30,242;70,7;152,9
38,694;101,8;162,2
36,896;94,1;159,7
21,561;48,9;150,6
34,691;106;174,8
33,457;80,9;155,5
24,5;66,7;165
21,479;54,3;159
20,162;53,7;163,2
14,846;21,7;120,9
28,519;83,1;170,7
20,12;51,7;160,3
30,483;80;162
20,334;56,1;166,1
27,21;73,9;164,8
36,558;107,4;171,4
23,978;61;159,5
17,206;38,2;149
31,133;80,8;161,1
35,439;100,5;168,4
15,031;21,5;119,6
36,173;100,4;166,6
30,701;84,6;166
24,179;59,6;157
22,585;65,5;170,3
28,11;69,2;156,9
37,265;83,4;149,6
22,547;54,1;154,9
32,772;94,6;169,9
23,275;64,6;166,6
18,947;47,9;159
21,929;63,6;170,3
30,333;84,9;167,3
27,558;74,3;164,2
22,742;60,2;162,7
24,637;70,7;169,4
26,526;78,2;171,7
15,402;23;122,2
30,66;90,6;171,9
33,049;84,5;159,9
35,367;98,4;166,8
24,507;58,5;154,5
20,863;55,5;163,1
21,037;58,6;166,9
19,249;45;152,9
16,005;32;141,4
35,792;96,5;164,2
25,955;65,7;159,1
15,327;22,7;121,7
15,761;24;123,4
22,592;64,6;169,1
19,798;34,6;132,2
42,932;123,2;169,4
31,326;91,6;171
22,795;54,2;154,2
31,035;84,8;165,3
24,379;61,4;158,7
23,533;58,6;157,8
26,527;61,289;152
44,362;113;159,6
28,102;75,4;163,8
21,527;47,6;148,7
13,608;19,4;119,4
27,283;64,2;153,4
18,385;44;154,7
43,463;112,8;161,1
24,713;67,2;164,9
30,919;85,2;166
25,524;67,4;162,5
19,309;35,4;135,4
35,038;104,259;172,5
30,149;80,3;163,2
33,293;89;163,5
24,44;59,4;155,9
28,191;69,4;156,9
18,605;52,2;167,5
25,508;59,4;152,6
18,93;51,6;165,1
25,985;63,4;156,2
41,252;115,6;167,4
19,624;46,6;154,1
22,808;53,6;153,3
31,717;87,4;166
29,136;84,4;170,2
18,74;33,6;133,9
23,016;61;162,8
29,833;83,6;167,4
45,016;121,075;164
23,369;56;154,8
27,056;67,2;157,6
24,419;62,2;159,6
26,73;69,2;160,9
17,751;43,2;156
32,634;88,2;164,4
33,049;91,4;166,3
29,449;77;161,7
23,971;60,6;159
31,389;92;171,2
36,12;91,2;158,9
26,761;73,3;165,5
23,097;45,4;140,2
17,43;38,8;149,2
17,925;40,6;150,5
16,117;21,8;116,3
20,693;52,973;160
25,905;81,065;176,9
31,273;86,8;166,6
15,823;25,4;126,7
21,311;51,2;155
27,384;66,3;155,6
33,096;79;154,5
29,913;78,6;162,1
27,855;41,8;122,5
24,092;60,6;158,6
24,716;50,4;142,8
46,298;109,8;154
30,464;70,2;151,8
19,632;45;151,4
22,062;58,4;162,7
20,438;51,8;159,2
15,266;29,2;138,3
19,71;45;151,1
19,201;39,1;142,7
21,746;57;161,9
17,22;41,8;155,8
13,692;31,8;152,4
20,571;52,4;159,6
26,206;71;164,6
18,516;31,1;129,6
21,959;58,2;162,8
22,949;57;157,6
17,272;29,1;129,8
29,281;71,9;156,7
24,419;62,2;159,6
18,434;41,2;149,5
32,61;87,6;163,9
19,195;51;163
40,271;119;171,9
13,983;27,8;141
26,067;76,4;171,2
27,592;64;152,3
20,477;45,4;148,9
16,986;39,4;152,3
17,372;39,4;150,6
60,812;159,2;161,8
28,724;55,1;138,5
37,263;90,8;156,1
30,066;76,2;159,2
